Month,Business_Line_name,Cost_Center,Cost_Center_Name,Project_Name,Intercompany_Name,FS_Category,Account_Grouping,Account_Name,Analytical_Code_D,Currency,SumOfCurrent Month,SumOfBudget,BudgetVariance,BudgetVariancePercentage,SumOfPrevious Month,VarianceFromPreviousMonth,VarianceFromPreviousMonthPercentage
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 130,AR Control account Current,Current assets,Intercompany clearing account - Receivables,12292/0000 - Other,SAR,475.0556553,4275.500898,-3800.445243,-88.89 %,527.839617,-52.7839617,-10.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 243,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,61938.95871,68132.85458,-6193.89587,-9.09 %,41292.63914,20646.31957,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 208,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,53859.96409,53859.96409,0,0.00 %,35906.64273,17953.32136,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 208,AR Control account Current,Current assets,Intercompany clearing account - Receivables,12292/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 209,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 209,AR Control account Current,Current assets,Intercompany clearing account - Receivables,12292/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 204,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,100626.8612,110689.5473,-10062.6861,-9.09 %,91478.96469,9147.89651,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 204,AR Control account Current,Current assets,Intercompany clearing account - Receivables,12292/0000 - Other,SAR,771.2073609,771.2073609,0,0.00 %,514.1382406,257.0691203,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 180,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,108806.93,108806.93,0,0.00 %,90672.44165,18134.48835,20.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 180,AR Control account Current,Current assets,Intercompany clearing account - Receivables,12292/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 160,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,32315.97846,290843.8061,-258527.8276,-88.89 %,35906.64273,-3590.66427,-10.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 160,AR Control account Current,Current assets,Intercompany clearing account - Receivables,12292/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 161,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,8593.996409,9453.39605,-859.399641,-9.09 %,9878.156792,-1284.160383,-13.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 161,AR Control account Current,Current assets,Intercompany clearing account - Receivables,12292/0000 - Other,SAR,1065.568223,9590.114004,-8524.545781,-88.89 %,968.6983842,96.8698388,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 179,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,2800718.133,2800718.133,0,0.00 %,35906.64273,2764811.49,7700.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 179,AR Control account Current,Current assets,Intercompany clearing account - Receivables,12292/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 167,AR Control account & Prepaid (NC) ,Non current assets,AR Control account (NC) - Shareholder Loan - ,11611/1002 - LNTP,SAR,0,429.2698983,-429.2698983,-100.00 %,0,0,
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 167,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,3204970.642,28844735.78,-25639765.14,-88.89 %,2136647.095,1068323.547,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 192,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 233,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,25332.09156,25332.09156,0,0.00 %,16888.06104,8444.03052,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 233,AR Control account Current,Current assets,Intercompany clearing account - Receivables,12292/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 191,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,17731.75314,159585.7783,-141854.0252,-88.89 %,16119.77558,1611.97756,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 191,AR Control account Current,Current assets,Intercompany clearing account - Receivables,12292/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 232,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,21476.77199,23624.44919,-2147.6772,-9.09 %,17897.30999,3579.462,20.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 232,AR Control account Current,Current assets,Intercompany clearing account - Receivables,12292/0000 - Other,SAR,189.3177738,208.2495512,-18.9317774,-9.09 %,210.353082,-21.0353082,-10.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 236,"AP Control account - Trade, Employees & IC",Current liabilities,Intercompany clearing account - Payables,22193/0000 - Other,SAR,-5116.696589,-46050.2693,40933.57271,-88.89 %,-3411.131059,-1705.56553,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 236,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,154353.2262,154353.2262,0,0.00 %,171503.5847,-17150.3585,-10.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 236,AR Control account Current,Current assets,Intercompany clearing account - Receivables,12292/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 222,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,2620551.645,23584964.8,-20964413.16,-88.89 %,2382319.677,238231.968,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 222,AR Control account Current,Current assets,Intercompany clearing account - Receivables,12292/0000 - Other,SAR,147.8321364,162.6153501,-14.7832137,-9.09 %,98.55475763,49.27737877,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 237,Accrued expenses and other payables,Current liabilities,Deferred Revenue (C),22261/0000 - Other,SAR,-109403.0521,-120343.3573,10940.3052,-9.09 %,-1402.603232,-108000.4489,7700.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 237,"AP Control account - Trade, Employees & IC",Current liabilities,AP Control account - Related parties - ,22111/0000 - Other,SAR,-1436.265709,-1579.89228,143.626571,-9.09 %,-957.5104728,-478.7552362,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 237,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,2024308.251,2226739.076,-202430.825,-9.09 %,1686923.543,337384.708,20.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 237,AR Control account Current,Current assets,Intercompany clearing account - Receivables,12292/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 224,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,51160.34381,51160.34381,0,0.00 %,56844.82645,-5684.48264,-10.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 224,AR Control account Current,Current assets,Intercompany clearing account - Receivables,12292/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Solar Power 23,"AP Control account - Trade, Employees & IC",Current liabilities,Intercompany clearing account - Payables,22193/0000 - Other,SAR,-3600.5386,-3960.59246,360.05386,-9.09 %,-2400.359066,-1200.179534,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Solar Power 23,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Solar Power 23,AR Control account Current,Current assets,Intercompany clearing account - Receivables,12292/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 162,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,23302358.8,25632594.68,-2330235.88,-9.09 %,298748.1897,23003610.61,7700.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 162,AR Control account Current,Current assets,Intercompany clearing account - Receivables,12292/0000 - Other,SAR,-95464.95422,-47475.95287,-47989.00135,101.08 %,-77590.18851,-17874.76571,23.04 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 162,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1003 - Accrual - Service Charges Income,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 205,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,3857.158887,3857.158887,0,0.00 %,3506.508079,350.650808,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 205,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1003 - Accrual - Service Charges Income,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 123,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,4207.809695,37870.28725,-33662.47756,-88.89 %,3506.508079,701.301616,20.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 123,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1003 - Accrual - Service Charges Income,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 143,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,3155.857271,3471.442998,-315.585727,-9.09 %,3506.508079,-350.650808,-10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 143,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1003 - Accrual - Service Charges Income,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 144,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,3050.662029,3050.662029,0,0.00 %,3506.508079,-455.84605,-13.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 144,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1003 - Accrual - Service Charges Income,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 134,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,3526589.587,31739306.28,-28212716.69,-88.89 %,45212.68701,3481376.9,7700.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 134,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1003 - Accrual - Service Charges Income,SAR,18514.36266,20365.79892,-1851.43626,-9.09 %,16831.23878,1683.12388,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 247,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,18935.14363,20828.65799,-1893.51436,-9.09 %,12623.42908,6311.71455,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 50,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 207,Accrued expenses and other payables,Current liabilities,Deferred Revenue (C),22261/0000 - Other,SAR,-1542.833932,-1542.833932,0,0.00 %,-1402.576302,-140.25763,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 207,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 240,Accrued expenses and other payables,Current liabilities,Deferred Revenue (C),22261/0000 - Other,SAR,-1683.091562,-15147.82406,13464.7325,-88.89 %,-1402.576302,-280.51526,20.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 240,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,4628.590664,5091.449731,-462.859067,-9.09 %,4207.809695,420.780969,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 72,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,146494.7038,146494.7038,0,0.00 %,122078.9198,24415.784,20.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 72,Investment in subsidiaries,Non current assets,Investment in subsidiaries (net),11501/1001 - Cost of investment,SAR,645.2280072,28435.96649,-27790.73848,-97.73 %,586.5709156,58.6570916,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 7,Investment in subsidiaries,Non current assets,Investment in subsidiaries (net),11501/1001 - Cost of investment,SAR,703.7701975,10724.41652,-10020.64632,-93.44 %,586.4751646,117.2950329,20.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 7,Investment in subsidiaries,Non current assets,Investment in subsidiaries (net),11501/1011 - Share of profit & reserves [Nominal],SAR,0.086175943,59274.38659,-59274.30041,-100.00 %,0.095751047,-0.009575104,-10.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 8,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,40410.7702,363696.9318,-323286.1616,-88.89 %,44900.85577,-4490.08557,-10.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 9,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,39063.7237,42970.09607,-3906.37237,-9.09 %,44900.83184,-5837.10814,-13.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 132,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,5728567.864,5728567.864,0,0.00 %,73443.17774,5655124.686,7700.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 132,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1003 - Accrual - Service Charges Income,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 168,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,89415.95601,804743.6041,-715327.6481,-88.89 %,59610.63734,29805.31867,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 168,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1003 - Accrual - Service Charges Income,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 215,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,43761.22083,48137.34291,-4376.12208,-9.09 %,29174.14722,14587.07361,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 215,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1003 - Accrual - Service Charges Income,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 169,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,89415.95601,89415.95601,0,0.00 %,59610.63734,29805.31867,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 169,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1003 - Accrual - Service Charges Income,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 119,"AP Control account - Trade, Employees & IC",Current liabilities,AP Control account - Related parties - ,22111/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 1,Intercompany 119,AR Control account Current,Current assets,AR Control account (C) - Related parties - ,12211/0000 - Other,SAR,64826.79832,583441.1849,-518614.3866,-88.89 %,58933.45302,5893.3453,10.00 %
