Month,Business_Line_name,Cost_Center,Cost_Center_Name,Project_Name,Intercompany_Name,FS_Category,Account_Grouping,Account_Name,Analytical_Code_D,Currency,SumOfCurrent Month
24-Oct,Corporate & Hold Co - BL,0000,None,Project 285,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,11852.40673
24-Oct,Corporate & Hold Co - BL,0000,None,Project 285,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,-1062629.569
24-Oct,Corporate & Hold Co - BL,0000,None,Project 336,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,255203.5592
24-Oct,Corporate & Hold Co - BL,0000,None,Project 336,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,-255203.5592
24-Oct,Corporate & Hold Co - BL,0000,None,Project 337,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,28023.42908
24-Oct,Corporate & Hold Co - BL,0000,None,Project 337,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,-21064.25015
24-Oct,Corporate & Hold Co - BL,0000,None,Project 402,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,2872.497307
24-Oct,Corporate & Hold Co - BL,0000,None,Project 402,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,-3510.830042
24-Oct,Corporate & Hold Co - BL,0000,None,Project 56,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,1396.782765
24-Oct,Corporate & Hold Co - BL,0000,None,Project 56,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,192996.8429
24-Oct,Corporate & Hold Co - BL,0000,None,Project 56,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1004 - Other Consult.,SAR,19524.23698
24-Oct,Corporate & Hold Co - BL,0000,None,Project 56,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1006 - Bid Bond Comm.,SAR,22756.30162
24-Oct,Corporate & Hold Co - BL,0000,None,Project 56,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,3356.244165
24-Oct,Corporate & Hold Co - BL,0000,None,Project 56,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,873.7630162
24-Oct,Corporate & Hold Co - BL,0000,None,Project 56,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,514.6104129
24-Oct,Corporate & Hold Co - BL,0000,None,Project 56,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,19320.77621
24-Oct,Corporate & Hold Co - BL,0000,None,Project 56,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,12366615.03
24-Oct,Corporate & Hold Co - BL,0000,None,Project 56,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-635165.2693
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 57,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,1189.856373
24-Oct,Corporate & Hold Co - BL,0000,None,Project 57,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,1843.581688
24-Oct,Corporate & Hold Co - BL,0000,None,Project 57,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,12088.88809
24-Oct,Corporate & Hold Co - BL,0000,None,Project 57,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,160.6104129
24-Oct,Corporate & Hold Co - BL,0000,None,Project 57,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,192.5493716
24-Oct,Corporate & Hold Co - BL,0000,None,Project 57,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,2333800.491
24-Oct,Corporate & Hold Co - BL,0000,None,Project 57,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1031 - Recovery of Costs,SAR,-1050269300
24-Oct,Corporate & Hold Co - BL,0000,None,Project 57,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,16153652.62
24-Oct,Corporate & Hold Co - BL,0000,None,Project 57,Intercompany 3,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1003 - Accrual - Service Charges Income,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 57,Intercompany 157,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1003 - Accrual - Service Charges Income,SAR,6171.470676
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 58,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,793.1104129
24-Oct,Corporate & Hold Co - BL,0000,None,Project 58,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,104138.1777
24-Oct,Corporate & Hold Co - BL,0000,None,Project 58,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,477.2591263
24-Oct,Corporate & Hold Co - BL,0000,None,Project 58,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,722021.2962
24-Oct,Corporate & Hold Co - BL,0000,None,Project 58,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1004 - Other Consult.,SAR,12749.66338
24-Oct,Corporate & Hold Co - BL,0000,None,Project 58,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1005 - Five Capital,SAR,6441.763914
24-Oct,Corporate & Hold Co - BL,0000,None,Project 58,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1006 - Bid Bond Comm.,SAR,470.9371634
24-Oct,Corporate & Hold Co - BL,0000,None,Project 58,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,37127.21903
24-Oct,Corporate & Hold Co - BL,0000,None,Project 58,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,301.7874327
24-Oct,Corporate & Hold Co - BL,0000,None,Project 58,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,9478.330341
24-Oct,Corporate & Hold Co - BL,0000,None,Project 58,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,10381.1167
24-Oct,Corporate & Hold Co - BL,0000,None,Project 58,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,312976.9156
24-Oct,Corporate & Hold Co - BL,0000,None,Project 58,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,-902942.1867
24-Oct,Corporate & Hold Co - BL,0000,None,Project 58,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-1035.831059
24-Oct,Corporate & Hold Co - BL,0000,None,Project 338,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,88127.63016
24-Oct,Corporate & Hold Co - BL,0000,None,Project 338,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-1694.762118
24-Oct,Corporate & Hold Co - BL,0000,None,Project 59,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,45724.86535
24-Oct,Corporate & Hold Co - BL,0000,None,Project 59,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,421750.9515
24-Oct,Corporate & Hold Co - BL,0000,None,Project 59,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1004 - Other Consult.,SAR,23852.67056
24-Oct,Corporate & Hold Co - BL,0000,None,Project 59,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1005 - Five Capital,SAR,153831.8779
24-Oct,Corporate & Hold Co - BL,0000,None,Project 59,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1006 - Bid Bond Comm.,SAR,3933.554758
24-Oct,Corporate & Hold Co - BL,0000,None,Project 59,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,94370.62074
24-Oct,Corporate & Hold Co - BL,0000,None,Project 59,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,791292.9623
24-Oct,Corporate & Hold Co - BL,0000,None,Project 59,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,12970.48474
24-Oct,Corporate & Hold Co - BL,0000,None,Project 59,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,4446.831239
24-Oct,Corporate & Hold Co - BL,0000,None,Project 59,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,7668271.23
24-Oct,Corporate & Hold Co - BL,0000,None,Project 59,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1031 - Recovery of Costs,SAR,-6246646.796
24-Oct,Corporate & Hold Co - BL,0000,None,Project 59,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-35445.5368
24-Oct,Corporate & Hold Co - BL,0000,None,Project 60,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,18499.70467
24-Oct,Corporate & Hold Co - BL,0000,None,Project 60,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1004 - Other Consult.,SAR,8258.478755
24-Oct,Corporate & Hold Co - BL,0000,None,Project 60,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1005 - Five Capital,SAR,88466.43806
24-Oct,Corporate & Hold Co - BL,0000,None,Project 60,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,19895.99192
24-Oct,Corporate & Hold Co - BL,0000,None,Project 60,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,817.2220826
24-Oct,Corporate & Hold Co - BL,0000,None,Project 60,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,81644.20108
24-Oct,Corporate & Hold Co - BL,0000,None,Project 60,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,498.0709156
24-Oct,Corporate & Hold Co - BL,0000,None,Project 60,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,1166189.662
24-Oct,Corporate & Hold Co - BL,0000,None,Project 60,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1031 - Recovery of Costs,SAR,-582992.2944
24-Oct,Corporate & Hold Co - BL,0000,None,Project 60,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-391835.7987
24-Oct,Corporate & Hold Co - BL,0000,None,Project 60,Intercompany 9,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1003 - Accrual - Service Charges Income,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 61,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,89016.62478
24-Oct,Corporate & Hold Co - BL,0000,None,Project 61,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,392.3159785
24-Oct,Corporate & Hold Co - BL,0000,None,Project 61,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,7114.138241
